# Renewables.ninja Solar PV (Point API) - 52.463, -1.994 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""kW/m\u00b2"""," ""irradiance_diffuse"": ""kW/m\u00b2"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""52.46348915344535"""," ""lon"": ""-1.9943627498566803"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""125"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
01/01/2019 00:00,01/01/2019 00:00,0,0,0,6.051,,,,,,,,,,,,,
01/01/2019 01:00,01/01/2019 01:00,0,0,0,6.129,,,,,,,,,,,,,
01/01/2019 02:00,01/01/2019 02:00,0,0,0,6.02,,,,,,,,,,,,,
01/01/2019 03:00,01/01/2019 03:00,0,0,0,6.092,,,,,,,,,,,,,
01/01/2019 04:00,01/01/2019 04:00,0,0,0,6.573,,,,,,,,,,,,,
01/01/2019 05:00,01/01/2019 05:00,0,0,0,6.764,,,,,,,,,,,,,
01/01/2019 06:00,01/01/2019 06:00,0,0,0,6.955,,,,,,,,,,,,,
01/01/2019 07:00,01/01/2019 07:00,0,0,0,7.067,,,,,,,,,,,,,
01/01/2019 08:00,01/01/2019 08:00,0.001,0.002,0.004,7.045,,,,,,,,,,,,,
01/01/2019 09:00,01/01/2019 09:00,0.047,0.024,0.039,7.43,,,,,,,,,,,,,
01/01/2019 10:00,01/01/2019 10:00,0.155,0.099,0.08,8.071,,,,,,,,,,,,,
01/01/2019 11:00,01/01/2019 11:00,0.243,0.184,0.09,8.622,,,,,,,,,,,,,
01/01/2019 12:00,01/01/2019 12:00,0.247,0.192,0.086,8.725,,,,,,,,,,,,,
01/01/2019 13:00,01/01/2019 13:00,0.157,0.101,0.08,8.352,,,,,,,,,,,,,
01/01/2019 14:00,01/01/2019 14:00,0.067,0.027,0.058,7.469,,,,,,,,,,,,,
01/01/2019 15:00,01/01/2019 15:00,0.008,0,0.018,5.496,,,,,,,,,,,,,
01/01/2019 16:00,01/01/2019 16:00,0,0,0,3.545,,,,,,,,,,,,,
01/01/2019 17:00,01/01/2019 17:00,0,0,0,2.65,,,,,,,,,,,,,
01/01/2019 18:00,01/01/2019 18:00,0,0,0,1.974,,,,,,,,,,,,,
01/01/2019 19:00,01/01/2019 19:00,0,0,0,1.388,,,,,,,,,,,,,
01/01/2019 20:00,01/01/2019 20:00,0,0,0,1.127,,,,,,,,,,,,,
01/01/2019 21:00,01/01/2019 21:00,0,0,0,1.042,,,,,,,,,,,,,
01/01/2019 22:00,01/01/2019 22:00,0,0,0,0.874,,,,,,,,,,,,,
01/01/2019 23:00,01/01/2019 23:00,0,0,0,0.416,,,,,,,,,,,,,
02/01/2019 00:00,02/01/2019 00:00,0,0,0,-0.282,,,,,,,,,,,,,
02/01/2019 01:00,02/01/2019 01:00,0,0,0,-0.886,,,,,,,,,,,,,
02/01/2019 02:00,02/01/2019 02:00,0,0,0,-1.197,,,,,,,,,,,,,
02/01/2019 03:00,02/01/2019 03:00,0,0,0,-1.363,,,,,,,,,,,,,
02/01/2019 04:00,02/01/2019 04:00,0,0,0,-1.526,,,,,,,,,,,,,
02/01/2019 05:00,02/01/2019 05:00,0,0,0,-1.581,,,,,,,,,,,,,
02/01/2019 06:00,02/01/2019 06:00,0,0,0,-1.71,,,,,,,,,,,,,
02/01/2019 07:00,02/01/2019 07:00,0,0,0,-1.912,,,,,,,,,,,,,
02/01/2019 08:00,02/01/2019 08:00,0.019,0.023,0.008,-1.942,,,,,,,,,,,,,
02/01/2019 09:00,02/01/2019 09:00,0.185,0.156,0.046,-0.469,,,,,,,,,,,,,
02/01/2019 10:00,02/01/2019 10:00,0.328,0.291,0.063,0.995,,,,,,,,,,,,,
02/01/2019 11:00,02/01/2019 11:00,0.348,0.309,0.069,2.074,,,,,,,,,,,,,
02/01/2019 12:00,02/01/2019 12:00,0.287,0.242,0.073,3.43,,,,,,,,,,,,,
02/01/2019 13:00,02/01/2019 13:00,0.179,0.128,0.073,4.031,,,,,,,,,,,,,
02/01/2019 14:00,02/01/2019 14:00,0.069,0.03,0.057,3.513,,,,,,,,,,,,,
02/01/2019 15:00,02/01/2019 15:00,0.007,0,0.016,2.225,,,,,,,,,,,,,
02/01/2019 16:00,02/01/2019 16:00,0,0,0,1.569,,,,,,,,,,,,,
02/01/2019 17:00,02/01/2019 17:00,0,0,0,1.632,,,,,,,,,,,,,
02/01/2019 18:00,02/01/2019 18:00,0,0,0,1.784,,,,,,,,,,,,,
02/01/2019 19:00,02/01/2019 19:00,0,0,0,1.887,,,,,,,,,,,,,
02/01/2019 20:00,02/01/2019 20:00,0,0,0,1.79,,,,,,,,,,,,,
02/01/2019 21:00,02/01/2019 21:00,0,0,0,1.504,,,,,,,,,,,,,
02/01/2019 22:00,02/01/2019 22:00,0,0,0,1.106,,,,,,,,,,,,,
02/01/2019 23:00,02/01/2019 23:00,0,0,0,0.725,,,,,,,,,,,,,
03/01/2019 00:00,03/01/2019 00:00,0,0,0,0.389,,,,,,,,,,,,,
03/01/2019 01:00,03/01/2019 01:00,0,0,0,0.271,,,,,,,,,,,,,
03/01/2019 02:00,03/01/2019 02:00,0,0,0,0.198,,,,,,,,,,,,,
03/01/2019 03:00,03/01/2019 03:00,0,0,0,0.146,,,,,,,,,,,,,
03/01/2019 04:00,03/01/2019 04:00,0,0,0,0.092,,,,,,,,,,,,,
03/01/2019 05:00,03/01/2019 05:00,0,0,0,0.107,,,,,,,,,,,,,
03/01/2019 06:00,03/01/2019 06:00,0,0,0,0.18,,,,,,,,,,,,,
03/01/2019 07:00,03/01/2019 07:00,0,0,0,0.349,,,,,,,,,,,,,
03/01/2019 08:00,03/01/2019 08:00,0.013,0.016,0.008,0.534,,,,,,,,,,,,,
03/01/2019 09:00,03/01/2019 09:00,0.133,0.102,0.049,1.071,,,,,,,,,,,,,
03/01/2019 10:00,03/01/2019 10:00,0.251,0.198,0.075,2.085,,,,,,,,,,,,,
03/01/2019 11:00,03/01/2019 11:00,0.28,0.219,0.086,2.805,,,,,,,,,,,,,
03/01/2019 12:00,03/01/2019 12:00,0.224,0.155,0.091,3.092,,,,,,,,,,,,,
03/01/2019 13:00,03/01/2019 13:00,0.153,0.09,0.083,3.061,,,,,,,,,,,,,
03/01/2019 14:00,03/01/2019 14:00,0.072,0.03,0.059,2.694,,,,,,,,,,,,,
03/01/2019 15:00,03/01/2019 15:00,0.009,0,0.019,1.783,,,,,,,,,,,,,
03/01/2019 16:00,03/01/2019 16:00,0,0,0,1.014,,,,,,,,,,,,,
03/01/2019 17:00,03/01/2019 17:00,0,0,0,0.514,,,,,,,,,,,,,
03/01/2019 18:00,03/01/2019 18:00,0,0,0,0.085,,,,,,,,,,,,,
03/01/2019 19:00,03/01/2019 19:00,0,0,0,-0.2,,,,,,,,,,,,,
03/01/2019 20:00,03/01/2019 20:00,0,0,0,-0.469,,,,,,,,,,,,,
03/01/2019 21:00,03/01/2019 21:00,0,0,0,-0.749,,,,,,,,,,,,,
03/01/2019 22:00,03/01/2019 22:00,0,0,0,-1.128,,,,,,,,,,,,,
03/01/2019 23:00,03/01/2019 23:00,0,0,0,-1.493,,,,,,,,,,,,,
04/01/2019 00:00,04/01/2019 00:00,0,0,0,-1.942,,,,,,,,,,,,,
04/01/2019 01:00,04/01/2019 01:00,0,0,0,-2.16,,,,,,,,,,,,,
04/01/2019 02:00,04/01/2019 02:00,0,0,0,-1.959,,,,,,,,,,,,,
04/01/2019 03:00,04/01/2019 03:00,0,0,0,-1.949,,,,,,,,,,,,,
04/01/2019 04:00,04/01/2019 04:00,0,0,0,-2.221,,,,,,,,,,,,,
04/01/2019 05:00,04/01/2019 05:00,0,0,0,-2.764,,,,,,,,,,,,,
04/01/2019 06:00,04/01/2019 06:00,0,0,0,-2.955,,,,,,,,,,,,,
04/01/2019 07:00,04/01/2019 07:00,0,0,0,-3.293,,,,,,,,,,,,,
04/01/2019 08:00,04/01/2019 08:00,0.032,0.036,0.01,-3.318,,,,,,,,,,,,,
04/01/2019 09:00,04/01/2019 09:00,0.168,0.134,0.05,-1.656,,,,,,,,,,,,,
04/01/2019 10:00,04/01/2019 10:00,0.211,0.15,0.079,-0.675,,,,,,,,,,,,,
04/01/2019 11:00,04/01/2019 11:00,0.222,0.146,0.095,0.322,,,,,,,,,,,,,
04/01/2019 12:00,04/01/2019 12:00,0.202,0.125,0.097,1.304,,,,,,,,,,,,,
04/01/2019 13:00,04/01/2019 13:00,0.142,0.076,0.085,1.563,,,,,,,,,,,,,
04/01/2019 14:00,04/01/2019 14:00,0.077,0.034,0.06,0.914,,,,,,,,,,,,,
04/01/2019 15:00,04/01/2019 15:00,0.01,0,0.02,-0.945,,,,,,,,,,,,,
04/01/2019 16:00,04/01/2019 16:00,0,0,0,-2.091,,,,,,,,,,,,,
04/01/2019 17:00,04/01/2019 17:00,0,0,0,-2.195,,,,,,,,,,,,,
04/01/2019 18:00,04/01/2019 18:00,0,0,0,-2.165,,,,,,,,,,,,,
04/01/2019 19:00,04/01/2019 19:00,0,0,0,-1.915,,,,,,,,,,,,,
04/01/2019 20:00,04/01/2019 20:00,0,0,0,-1.513,,,,,,,,,,,,,
04/01/2019 21:00,04/01/2019 21:00,0,0,0,-1.339,,,,,,,,,,,,,
04/01/2019 22:00,04/01/2019 22:00,0,0,0,-1.33,,,,,,,,,,,,,
04/01/2019 23:00,04/01/2019 23:00,0,0,0,-1.319,,,,,,,,,,,,,
05/01/2019 00:00,05/01/2019 00:00,0,0,0,-1.242,,,,,,,,,,,,,
05/01/2019 01:00,05/01/2019 01:00,0,0,0,-1.26,,,,,,,,,,,,,
05/01/2019 02:00,05/01/2019 02:00,0,0,0,-1.382,,,,,,,,,,,,,
05/01/2019 03:00,05/01/2019 03:00,0,0,0,-1.435,,,,,,,,,,,,,
05/01/2019 04:00,05/01/2019 04:00,0,0,0,-1.253,,,,,,,,,,,,,
05/01/2019 05:00,05/01/2019 05:00,0,0,0,-0.963,,,,,,,,,,,,,
05/01/2019 06:00,05/01/2019 06:00,0,0,0,-0.78,,,,,,,,,,,,,
05/01/2019 07:00,05/01/2019 07:00,0,0,0,-0.561,,,,,,,,,,,,,
05/01/2019 08:00,05/01/2019 08:00,0.001,0.002,0.005,-0.366,,,,,,,,,,,,,
05/01/2019 09:00,05/01/2019 09:00,0.031,0.01,0.035,0.357,,,,,,,,,,,,,
05/01/2019 10:00,05/01/2019 10:00,0.078,0.023,0.072,1.32,,,,,,,,,,,,,
05/01/2019 11:00,05/01/2019 11:00,0.097,0.024,0.09,2.174,,,,,,,,,,,,,
05/01/2019 12:00,05/01/2019 12:00,0.09,0.018,0.09,2.728,,,,,,,,,,,,,
05/01/2019 13:00,05/01/2019 13:00,0.066,0.009,0.074,2.934,,,,,,,,,,,,,
05/01/2019 14:00,05/01/2019 14:00,0.033,0.003,0.045,2.545,,,,,,,,,,,,,
05/01/2019 15:00,05/01/2019 15:00,0.004,0,0.012,1.669,,,,,,,,,,,,,
05/01/2019 16:00,05/01/2019 16:00,0,0,0,1.307,,,,,,,,,,,,,
05/01/2019 17:00,05/01/2019 17:00,0,0,0,1.4,,,,,,,,,,,,,
05/01/2019 18:00,05/01/2019 18:00,0,0,0,1.418,,,,,,,,,,,,,
05/01/2019 19:00,05/01/2019 19:00,0,0,0,1.477,,,,,,,,,,,,,
05/01/2019 20:00,05/01/2019 20:00,0,0,0,1.595,,,,,,,,,,,,,
05/01/2019 21:00,05/01/2019 21:00,0,0,0,1.865,,,,,,,,,,,,,
05/01/2019 22:00,05/01/2019 22:00,0,0,0,1.934,,,,,,,,,,,,,
05/01/2019 23:00,05/01/2019 23:00,0,0,0,1.983,,,,,,,,,,,,,
06/01/2019 00:00,06/01/2019 00:00,0,0,0,2.03,,,,,,,,,,,,,
06/01/2019 01:00,06/01/2019 01:00,0,0,0,2.019,,,,,,,,,,,,,
06/01/2019 02:00,06/01/2019 02:00,0,0,0,1.938,,,,,,,,,,,,,
06/01/2019 03:00,06/01/2019 03:00,0,0,0,1.901,,,,,,,,,,,,,
06/01/2019 04:00,06/01/2019 04:00,0,0,0,1.989,,,,,,,,,,,,,
06/01/2019 05:00,06/01/2019 05:00,0,0,0,2.083,,,,,,,,,,,,,
06/01/2019 06:00,06/01/2019 06:00,0,0,0,2.021,,,,,,,,,,,,,
06/01/2019 07:00,06/01/2019 07:00,0,0,0,1.787,,,,,,,,,,,,,
06/01/2019 08:00,06/01/2019 08:00,0.001,0.002,0.005,2.248,,,,,,,,,,,,,
06/01/2019 09:00,06/01/2019 09:00,0.009,0.002,0.017,3.237,,,,,,,,,,,,,
06/01/2019 10:00,06/01/2019 10:00,0.026,0.003,0.037,3.822,,,,,,,,,,,,,
06/01/2019 11:00,06/01/2019 11:00,0.055,0.007,0.065,4.513,,,,,,,,,,,,,
06/01/2019 12:00,06/01/2019 12:00,0.101,0.022,0.098,5.354,,,,,,,,,,,,,
06/01/2019 13:00,06/01/2019 13:00,0.093,0.021,0.091,5.53,,,,,,,,,,,,,
06/01/2019 14:00,06/01/2019 14:00,0.04,0.004,0.052,4.755,,,,,,,,,,,,,
06/01/2019 15:00,06/01/2019 15:00,0.004,0,0.012,3.646,,,,,,,,,,,,,
06/01/2019 16:00,06/01/2019 16:00,0,0,0,3.287,,,,,,,,,,,,,
06/01/2019 17:00,06/01/2019 17:00,0,0,0,3.552,,,,,,,,,,,,,
06/01/2019 18:00,06/01/2019 18:00,0,0,0,3.649,,,,,,,,,,,,,
06/01/2019 19:00,06/01/2019 19:00,0,0,0,3.591,,,,,,,,,,,,,
06/01/2019 20:00,06/01/2019 20:00,0,0,0,3.392,,,,,,,,,,,,,
06/01/2019 21:00,06/01/2019 21:00,0,0,0,3.24,,,,,,,,,,,,,
06/01/2019 22:00,06/01/2019 22:00,0,0,0,3.419,,,,,,,,,,,,,
06/01/2019 23:00,06/01/2019 23:00,0,0,0,3.744,,,,,,,,,,,,,
07/01/2019 00:00,07/01/2019 00:00,0,0,0,3.54,,,,,,,,,,,,,
07/01/2019 01:00,07/01/2019 01:00,0,0,0,3.237,,,,,,,,,,,,,
07/01/2019 02:00,07/01/2019 02:00,0,0,0,3.073,,,,,,,,,,,,,
07/01/2019 03:00,07/01/2019 03:00,0,0,0,3.095,,,,,,,,,,,,,
07/01/2019 04:00,07/01/2019 04:00,0,0,0,3.094,,,,,,,,,,,,,
07/01/2019 05:00,07/01/2019 05:00,0,0,0,3.148,,,,,,,,,,,,,
07/01/2019 06:00,07/01/2019 06:00,0,0,0,3.32,,,,,,,,,,,,,
07/01/2019 07:00,07/01/2019 07:00,0,0,0,3.604,,,,,,,,,,,,,
07/01/2019 08:00,07/01/2019 08:00,0,0.001,0.004,3.935,,,,,,,,,,,,,
07/01/2019 09:00,07/01/2019 09:00,0.01,0.002,0.019,4.587,,,,,,,,,,,,,
07/01/2019 10:00,07/01/2019 10:00,0.029,0.003,0.04,5.547,,,,,,,,,,,,,
07/01/2019 11:00,07/01/2019 11:00,0.065,0.01,0.074,6.875,,,,,,,,,,,,,
07/01/2019 12:00,07/01/2019 12:00,0.111,0.028,0.104,8.229,,,,,,,,,,,,,
07/01/2019 13:00,07/01/2019 13:00,0.095,0.022,0.094,8.928,,,,,,,,,,,,,
07/01/2019 14:00,07/01/2019 14:00,0.029,0.002,0.042,8.781,,,,,,,,,,,,,
07/01/2019 15:00,07/01/2019 15:00,0.001,0,0.008,8.48,,,,,,,,,,,,,
07/01/2019 16:00,07/01/2019 16:00,0,0,0,8.223,,,,,,,,,,,,,
07/01/2019 17:00,07/01/2019 17:00,0,0,0,8.158,,,,,,,,,,,,,
07/01/2019 18:00,07/01/2019 18:00,0,0,0,8.166,,,,,,,,,,,,,
07/01/2019 19:00,07/01/2019 19:00,0,0,0,7.912,,,,,,,,,,,,,
07/01/2019 20:00,07/01/2019 20:00,0,0,0,7.165,,,,,,,,,,,,,
07/01/2019 21:00,07/01/2019 21:00,0,0,0,5.999,,,,,,,,,,,,,
07/01/2019 22:00,07/01/2019 22:00,0,0,0,5.039,,,,,,,,,,,,,
07/01/2019 23:00,07/01/2019 23:00,0,0,0,4.499,,,,,,,,,,,,,
08/01/2019 00:00,08/01/2019 00:00,0,0,0,4.272,,,,,,,,,,,,,
08/01/2019 01:00,08/01/2019 01:00,0,0,0,4.057,,,,,,,,,,,,,
08/01/2019 02:00,08/01/2019 02:00,0,0,0,3.795,,,,,,,,,,,,,
08/01/2019 03:00,08/01/2019 03:00,0,0,0,3.789,,,,,,,,,,,,,
08/01/2019 04:00,08/01/2019 04:00,0,0,0,4.176,,,,,,,,,,,,,
08/01/2019 05:00,08/01/2019 05:00,0,0,0,4.656,,,,,,,,,,,,,
08/01/2019 06:00,08/01/2019 06:00,0,0,0,5.146,,,,,,,,,,,,,
08/01/2019 07:00,08/01/2019 07:00,0,0,0,5.381,,,,,,,,,,,,,
08/01/2019 08:00,08/01/2019 08:00,0.006,0.008,0.008,5.131,,,,,,,,,,,,,
08/01/2019 09:00,08/01/2019 09:00,0.108,0.077,0.051,5.168,,,,,,,,,,,,,
08/01/2019 10:00,08/01/2019 10:00,0.289,0.247,0.073,5.743,,,,,,,,,,,,,
08/01/2019 11:00,08/01/2019 11:00,0.369,0.341,0.069,6.527,,,,,,,,,,,,,
08/01/2019 12:00,08/01/2019 12:00,0.322,0.291,0.068,7.002,,,,,,,,,,,,,
08/01/2019 13:00,08/01/2019 13:00,0.22,0.183,0.064,7.029,,,,,,,,,,,,,
08/01/2019 14:00,08/01/2019 14:00,0.096,0.062,0.054,6.472,,,,,,,,,,,,,
08/01/2019 15:00,08/01/2019 15:00,0.011,0,0.023,4.952,,,,,,,,,,,,,
08/01/2019 16:00,08/01/2019 16:00,0,0,0,3.129,,,,,,,,,,,,,
08/01/2019 17:00,08/01/2019 17:00,0,0,0,2.581,,,,,,,,,,,,,
08/01/2019 18:00,08/01/2019 18:00,0,0,0,2.139,,,,,,,,,,,,,
08/01/2019 19:00,08/01/2019 19:00,0,0,0,1.983,,,,,,,,,,,,,
08/01/2019 20:00,08/01/2019 20:00,0,0,0,2.002,,,,,,,,,,,,,
08/01/2019 21:00,08/01/2019 21:00,0,0,0,1.963,,,,,,,,,,,,,
08/01/2019 22:00,08/01/2019 22:00,0,0,0,2.082,,,,,,,,,,,,,
08/01/2019 23:00,08/01/2019 23:00,0,0,0,1.807,,,,,,,,,,,,,
09/01/2019 00:00,09/01/2019 00:00,0,0,0,1.8,,,,,,,,,,,,,
09/01/2019 01:00,09/01/2019 01:00,0,0,0,1.855,,,,,,,,,,,,,
09/01/2019 02:00,09/01/2019 02:00,0,0,0,1.084,,,,,,,,,,,,,
09/01/2019 03:00,09/01/2019 03:00,0,0,0,0.793,,,,,,,,,,,,,
09/01/2019 04:00,09/01/2019 04:00,0,0,0,0.943,,,,,,,,,,,,,
09/01/2019 05:00,09/01/2019 05:00,0,0,0,0.45,,,,,,,,,,,,,
09/01/2019 06:00,09/01/2019 06:00,0,0,0,0.357,,,,,,,,,,,,,
09/01/2019 07:00,09/01/2019 07:00,0,0,0,-0.293,,,,,,,,,,,,,
09/01/2019 08:00,09/01/2019 08:00,0.025,0.027,0.011,-0.499,,,,,,,,,,,,,
09/01/2019 09:00,09/01/2019 09:00,0.159,0.126,0.052,0.539,,,,,,,,,,,,,
09/01/2019 10:00,09/01/2019 10:00,0.373,0.341,0.063,1.564,,,,,,,,,,,,,
09/01/2019 11:00,09/01/2019 11:00,0.382,0.349,0.068,2.891,,,,,,,,,,,,,
09/01/2019 12:00,09/01/2019 12:00,0.311,0.267,0.073,3.725,,,,,,,,,,,,,
09/01/2019 13:00,09/01/2019 13:00,0.187,0.133,0.077,3.893,,,,,,,,,,,,,
09/01/2019 14:00,09/01/2019 14:00,0.091,0.051,0.058,3.466,,,,,,,,,,,,,
09/01/2019 15:00,09/01/2019 15:00,0.012,0,0.023,1.625,,,,,,,,,,,,,
09/01/2019 16:00,09/01/2019 16:00,0,0,0,-0.115,,,,,,,,,,,,,
09/01/2019 17:00,09/01/2019 17:00,0,0,0,-0.528,,,,,,,,,,,,,
09/01/2019 18:00,09/01/2019 18:00,0,0,0,-0.895,,,,,,,,,,,,,
09/01/2019 19:00,09/01/2019 19:00,0,0,0,-1.333,,,,,,,,,,,,,
09/01/2019 20:00,09/01/2019 20:00,0,0,0,-1.003,,,,,,,,,,,,,
09/01/2019 21:00,09/01/2019 21:00,0,0,0,-0.789,,,,,,,,,,,,,
09/01/2019 22:00,09/01/2019 22:00,0,0,0,-1.083,,,,,,,,,,,,,
09/01/2019 23:00,09/01/2019 23:00,0,0,0,-1.4,,,,,,,,,,,,,
10/01/2019 00:00,10/01/2019 00:00,0,0,0,-1.602,,,,,,,,,,,,,
10/01/2019 01:00,10/01/2019 01:00,0,0,0,-1.6,,,,,,,,,,,,,
10/01/2019 02:00,10/01/2019 02:00,0,0,0,-1.641,,,,,,,,,,,,,
10/01/2019 03:00,10/01/2019 03:00,0,0,0,-1.692,,,,,,,,,,,,,
10/01/2019 04:00,10/01/2019 04:00,0,0,0,-1.518,,,,,,,,,,,,,
10/01/2019 05:00,10/01/2019 05:00,0,0,0,-1.283,,,,,,,,,,,,,
10/01/2019 06:00,10/01/2019 06:00,0,0,0,-1.037,,,,,,,,,,,,,
10/01/2019 07:00,10/01/2019 07:00,0,0,0,-0.808,,,,,,,,,,,,,
10/01/2019 08:00,10/01/2019 08:00,0.006,0.005,0.009,-0.235,,,,,,,,,,,,,
10/01/2019 09:00,10/01/2019 09:00,0.032,0.008,0.038,1.2,,,,,,,,,,,,,
10/01/2019 10:00,10/01/2019 10:00,0.036,0.004,0.046,2.105,,,,,,,,,,,,,
10/01/2019 11:00,10/01/2019 11:00,0.042,0.004,0.054,2.839,,,,,,,,,,,,,
10/01/2019 12:00,10/01/2019 12:00,0.033,0.002,0.046,3.379,,,,,,,,,,,,,
10/01/2019 13:00,10/01/2019 13:00,0.034,0.002,0.048,3.865,,,,,,,,,,,,,
10/01/2019 14:00,10/01/2019 14:00,0.023,0.001,0.035,4.156,,,,,,,,,,,,,
10/01/2019 15:00,10/01/2019 15:00,0.004,0,0.012,3.89,,,,,,,,,,,,,
10/01/2019 16:00,10/01/2019 16:00,0,0,0,3.895,,,,,,,,,,,,,
10/01/2019 17:00,10/01/2019 17:00,0,0,0,4.6,,,,,,,,,,,,,
10/01/2019 18:00,10/01/2019 18:00,0,0,0,5.038,,,,,,,,,,,,,
10/01/2019 19:00,10/01/2019 19:00,0,0,0,5.114,,,,,,,,,,,,,
10/01/2019 20:00,10/01/2019 20:00,0,0,0,4.778,,,,,,,,,,,,,
10/01/2019 21:00,10/01/2019 21:00,0,0,0,4.295,,,,,,,,,,,,,
10/01/2019 22:00,10/01/2019 22:00,0,0,0,3.749,,,,,,,,,,,,,
10/01/2019 23:00,10/01/2019 23:00,0,0,0,3.339,,,,,,,,,,,,,
11/01/2019 00:00,11/01/2019 00:00,0,0,0,3.02,,,,,,,,,,,,,
11/01/2019 01:00,11/01/2019 01:00,0,0,0,2.802,,,,,,,,,,,,,
11/01/2019 02:00,11/01/2019 02:00,0,0,0,2.738,,,,,,,,,,,,,
11/01/2019 03:00,11/01/2019 03:00,0,0,0,2.917,,,,,,,,,,,,,
11/01/2019 04:00,11/01/2019 04:00,0,0,0,3.189,,,,,,,,,,,,,
11/01/2019 05:00,11/01/2019 05:00,0,0,0,3.352,,,,,,,,,,,,,
11/01/2019 06:00,11/01/2019 06:00,0,0,0,3.526,,,,,,,,,,,,,
11/01/2019 07:00,11/01/2019 07:00,0,0,0,3.633,,,,,,,,,,,,,
11/01/2019 08:00,11/01/2019 08:00,0.002,0.003,0.007,3.807,,,,,,,,,,,,,
11/01/2019 09:00,11/01/2019 09:00,0.026,0.006,0.033,4.383,,,,,,,,,,,,,
11/01/2019 10:00,11/01/2019 10:00,0.056,0.01,0.063,4.881,,,,,,,,,,,,,
11/01/2019 11:00,11/01/2019 11:00,0.068,0.01,0.076,5.282,,,,,,,,,,,,,
11/01/2019 12:00,11/01/2019 12:00,0.08,0.012,0.087,5.693,,,,,,,,,,,,,
11/01/2019 13:00,11/01/2019 13:00,0.058,0.006,0.069,5.924,,,,,,,,,,,,,
11/01/2019 14:00,11/01/2019 14:00,0.03,0.002,0.043,5.892,,,,,,,,,,,,,
11/01/2019 15:00,11/01/2019 15:00,0.006,0,0.015,5.304,,,,,,,,,,,,,
11/01/2019 16:00,11/01/2019 16:00,0,0,0,4.364,,,,,,,,,,,,,
11/01/2019 17:00,11/01/2019 17:00,0,0,0,3.968,,,,,,,,,,,,,
11/01/2019 18:00,11/01/2019 18:00,0,0,0,3.782,,,,,,,,,,,,,
11/01/2019 19:00,11/01/2019 19:00,0,0,0,3.268,,,,,,,,,,,,,
11/01/2019 20:00,11/01/2019 20:00,0,0,0,2.797,,,,,,,,,,,,,
11/01/2019 21:00,11/01/2019 21:00,0,0,0,2.884,,,,,,,,,,,,,
11/01/2019 22:00,11/01/2019 22:00,0,0,0,3.212,,,,,,,,,,,,,
11/01/2019 23:00,11/01/2019 23:00,0,0,0,3.276,,,,,,,,,,,,,
12/01/2019 00:00,12/01/2019 00:00,0,0,0,3.673,,,,,,,,,,,,,
12/01/2019 01:00,12/01/2019 01:00,0,0,0,4.06,,,,,,,,,,,,,
12/01/2019 02:00,12/01/2019 02:00,0,0,0,4.326,,,,,,,,,,,,,
12/01/2019 03:00,12/01/2019 03:00,0,0,0,4.945,,,,,,,,,,,,,
12/01/2019 04:00,12/01/2019 04:00,0,0,0,5.789,,,,,,,,,,,,,
12/01/2019 05:00,12/01/2019 05:00,0,0,0,6.522,,,,,,,,,,,,,
12/01/2019 06:00,12/01/2019 06:00,0,0,0,6.925,,,,,,,,,,,,,
12/01/2019 07:00,12/01/2019 07:00,0,0,0,7.335,,,,,,,,,,,,,
12/01/2019 08:00,12/01/2019 08:00,0,0,0.002,7.344,,,,,,,,,,,,,
12/01/2019 09:00,12/01/2019 09:00,0.005,0.001,0.014,7.277,,,,,,,,,,,,,
12/01/2019 10:00,12/01/2019 10:00,0.032,0.003,0.044,7.287,,,,,,,,,,,,,
12/01/2019 11:00,12/01/2019 11:00,0.071,0.01,0.081,7.47,,,,,,,,,,,,,
12/01/2019 12:00,12/01/2019 12:00,0.064,0.006,0.076,7.47,,,,,,,,,,,,,
12/01/2019 13:00,12/01/2019 13:00,0.033,0.002,0.047,7.275,,,,,,,,,,,,,
12/01/2019 14:00,12/01/2019 14:00,0.018,0.001,0.031,7.112,,,,,,,,,,,,,
12/01/2019 15:00,12/01/2019 15:00,0.003,0,0.01,6.933,,,,,,,,,,,,,
12/01/2019 16:00,12/01/2019 16:00,0,0,0,6.921,,,,,,,,,,,,,
12/01/2019 17:00,12/01/2019 17:00,0,0,0,7.223,,,,,,,,,,,,,
12/01/2019 18:00,12/01/2019 18:00,0,0,0,7.552,,,,,,,,,,,,,
12/01/2019 19:00,12/01/2019 19:00,0,0,0,7.826,,,,,,,,,,,,,
12/01/2019 20:00,12/01/2019 20:00,0,0,0,7.835,,,,,,,,,,,,,
